evaluation_id,evaluation,axis,level,level_index,n,sparse_n_lt_100,xgb_evidentiary_status,neural_evidentiary_status,dlg_mae,xgb_mae,neural_mae,delta_mae_xgb,delta_mae_xgb_ci95_low,delta_mae_xgb_ci95_high,delta_mae_neural,delta_mae_neural_ci95_low,delta_mae_neural_ci95_high,bootstrap_seed_xgb,bootstrap_seed_neural
R09,ComPlat supplied Test,Rotatable bonds,0,3,344,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4435848985123334,0.4405892219011628,0.5393408583238373,0.0029956766111706,-0.0144445937536086,0.0203530037166597,-0.0957559598115038,-0.1254721836876191,-0.0657221364684145,20265853,20265854
R09,ComPlat supplied Test,Rotatable bonds,1--4,4,775,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.3802617394041869,0.3797242623703226,0.469333665316129,0.0005374770338643,-0.0097179706894387,0.010773012715748,-0.0890719259119421,-0.106574635172946,-0.072237362178329,20265863,20265864
R09,ComPlat supplied Test,Rotatable bonds,>=5,5,163,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4740077887907781,0.4972905838650306,0.5539558020858897,-0.0232827950742525,-0.05075503135863,0.0041889556421363,-0.0799480132951115,-0.1210842279217302,-0.0381452324196479,20265873,20265874
R09,ComPlat supplied Test,H-bond donor,no,6,620,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.3738025409272559,0.3793113765032258,0.473325847502258,-0.0055088355759698,-0.0177930869305607,0.0071130254663704,-0.099523306575002,-0.1205151061939787,-0.0794203781994062,20265883,20265884
R09,ComPlat supplied Test,H-bond donor,yes,7,662,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4422987119705221,0.440686264968278,0.5228090878731118,0.0016124470022441,-0.0101378600593193,0.0133661778153748,-0.0805103759025896,-0.0994363825842558,-0.0615891812606169,20265893,20265894
R09,ComPlat supplied Test,H-bond acceptor,no,8,284,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.3333772956779458,0.3279518679577464,0.4559288524647887,0.0054254277201993,-0.0124354846588841,0.0235449160458013,-0.1225515567868429,-0.1520844453069367,-0.0928747609851516,20265903,20265904
R09,ComPlat supplied Test,H-bond acceptor,yes,9,998,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4307416540349175,0.4346383069549098,0.5111000476186373,-0.0038966529199923,-0.0135405583601063,0.0058104260558769,-0.0803583935837197,-0.0962827811576143,-0.0645903575168193,20265913,20265914
R09,ComPlat supplied Test,Aromatic ring,no,10,504,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.3580137789675827,0.3674931994027777,0.4345488022936508,-0.009479420435195,-0.0237121310139336,0.0045585272495698,-0.0765350233260681,-0.0994342818434956,-0.0532694635241479,20265923,20265924
R09,ComPlat supplied Test,Aromatic ring,yes,11,778,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4423141106680239,0.439191244655527,0.5405514720660669,0.0031228660124969,-0.0076447193219901,0.0136575260098864,-0.0982373613980429,-0.1160770643880146,-0.0805567944688679,20265933,20265934
R09,ComPlat supplied Test,N-containing heterocycle,no,12,1016,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.3761446460797374,0.3804591365285433,0.4624296314438976,-0.0043144904488058,-0.0138073918704874,0.0050318403985733,-0.0862849853641601,-0.1017622547224675,-0.0710947814254089,20265943,20265944
R09,ComPlat supplied Test,N-containing heterocycle,yes,13,266,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.5353246702344778,0.5276724741654136,0.6380944965278196,0.0076521960690641,-0.0138285863581976,0.0282398771594185,-0.1027698262933417,-0.1362429892344658,-0.0698286393159261,20265953,20265954
R09,ComPlat supplied Test,Carboxyl group,no,14,1158,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4022866489161115,0.4054026117599309,0.4930550303932642,-0.0031159628438193,-0.0120295930500059,0.0058862122085772,-0.0907683814771526,-0.1053680011200444,-0.0759356549301724,20265963,20265964
R09,ComPlat supplied Test,Carboxyl group,yes,15,124,False,exploratory_paired_row_bootstrap,descriptive_only_no_primary_paired_inference,0.4734788972139288,0.463315616314516,0.5532573905483871,0.0101632808994127,-0.017722572517532,0.0387210138220116,-0.0797784933344583,-0.1263200613985722,-0.032991931102864,20265973,20265974
