evaluation_id,evaluation,n,configuration_id,representation_1,representation_2,predictor,rmse,mae,bias,dlg_sol_rmse,dlg_sol_lower_point_estimate
R03,TDC OOF,7985,atom_gnn__murcko_gnn__mlp,atom-level 2D GNN,Murcko-subgroup GNN,multilayer perceptron,1.0970491764401393,0.7422816859516286,0.05196624567273126,0.986334,True
R03,TDC OOF,7985,mordred__atom_gnn__knn,Mordred,atom-level 2D GNN,k-nearest neighbours,1.0985692464916617,0.7531007703170918,0.026402647476506027,0.986334,True
R03,TDC OOF,7985,mordred__ecfp__mlp,Mordred,ECFP,multilayer perceptron,1.1004872472145024,0.7282206789348749,-0.014096114344565659,0.986334,True
R03,TDC OOF,7985,ecfp__chemberta__knn,ECFP,ChemBERTa,k-nearest neighbours,1.1005932909762428,0.7585048808702656,0.03562295103489726,0.986334,True
R03,TDC OOF,7985,ecfp__murcko_gnn__ridge,ECFP,Murcko-subgroup GNN,ridge regression,1.103091591281967,0.7550954005830535,-0.00028181774685099057,0.986334,True
R03,TDC OOF,7985,ecfp__murcko_gnn__xgb,ECFP,Murcko-subgroup GNN,XGBoost,1.103282134938261,0.7654011270353851,-0.0014428101509392586,0.986334,True
R03,TDC OOF,7985,mordred__three_d_gnn__xgb,Mordred,3D-MPNN,XGBoost,1.1067768706681418,0.713389693151509,-0.0021711049938885423,0.986334,True
R03,TDC OOF,7985,mordred__three_d_gnn__rf,Mordred,3D-MPNN,random forest,1.113361361450072,0.6992328019168178,0.0021663474838547045,0.986334,True
R03,TDC OOF,7985,mordred__murcko_gnn__knn,Mordred,Murcko-subgroup GNN,k-nearest neighbours,1.1140138669282134,0.7587791087680018,0.03362261769046908,0.986334,True
R03,TDC OOF,7985,ecfp__murcko_gnn__mlp,ECFP,Murcko-subgroup GNN,multilayer perceptron,1.1153418231879821,0.7557322759542665,-0.005209834283942601,0.986334,True
R03,TDC OOF,7985,mordred__three_d_gnn__knn,Mordred,3D-MPNN,k-nearest neighbours,1.130605105635538,0.74439568793807,0.06140757834529963,0.986334,True
R03,TDC OOF,7985,mordred__three_d_gnn__mlp,Mordred,3D-MPNN,multilayer perceptron,1.1319752917993735,0.733086636966525,0.01344213337262381,0.986334,True
R03,TDC OOF,7985,mordred__three_d_gnn__ridge,Mordred,3D-MPNN,ridge regression,1.1386914206998455,0.7499255080082836,0.006543964632967387,0.986334,True
R03,TDC OOF,7985,mordred__ecfp__ridge,Mordred,ECFP,ridge regression,1.1419918851030493,0.7820855950799294,-0.0018593838762407252,0.986334,True
R03,TDC OOF,7985,ecfp__three_d_gnn__ridge,ECFP,3D-MPNN,ridge regression,1.1841784074404218,0.8045196060833434,0.008129481336158467,0.986334,True
R03,TDC OOF,7985,ecfp__three_d_gnn__mlp,ECFP,3D-MPNN,multilayer perceptron,1.196660242012508,0.7950198461216562,0.0029711048172485744,0.986334,True
R03,TDC OOF,7985,ecfp__three_d_gnn__rf,ECFP,3D-MPNN,random forest,1.203216314207266,0.8014366635714785,0.01288581736023084,0.986334,True
R03,TDC OOF,7985,mordred__ecfp__knn,Mordred,ECFP,k-nearest neighbours,1.2307454928729682,0.8399264511915284,0.0265644592958896,0.986334,True
R03,TDC OOF,7985,ecfp__three_d_gnn__xgb,ECFP,3D-MPNN,XGBoost,1.2349793785802463,0.854521776631196,0.0030380073403256146,0.986334,True
R03,TDC OOF,7985,ecfp__three_d_gnn__knn,ECFP,3D-MPNN,k-nearest neighbours,1.2480414766664851,0.838783735774348,0.12734263333735282,0.986334,True
